ImageNumber,DICE,,,,,,,,0.1220394949
00013424.jpg,0.3635953705,,,,,,,,
00013425.jpg,0.4394239743,,,,,,,,
00013426.jpg,0.4572638054,,,,,,,,
00013427.jpg,0,,,,,,,,
00013428.jpg,0,,,,,,,,
00013429.jpg,0,,,,,,,,
00013430.jpg,0.0808654017,,,,,,,,
00013431.jpg,0,,,,,,,,
00013432.jpg,0,,,,,,,,
00013433.jpg,0,,,,,,,,
00013434.jpg,0,,,,,,,,
00013435.jpg,0,,,,,,,,
00013436.jpg,0.085818943,,,,,,,,
00013437.jpg,0.4619684568,,,,,,,,
00013438.jpg,0,,,,,,,,
00013439.jpg,0,,,,,,,,
00013440.jpg,0.481156288,,,,,,,,
00013441.jpg,0.0247331616,,,,,,,,
00013442.jpg,0.3236651606,,,,,,,,
00013443.jpg,0.4640599847,,,,,,,,
00013444.jpg,0.5473568212,,,,,,,,
00013445.jpg,0.1856534286,,,,,,,,
00013446.jpg,0,,,,,,,,
00013447.jpg,0.5435433397,,,,,,,,
00013448.jpg,0,,,,,,,,
00013449.jpg,0,,,,,,,,
00013450.jpg,0.4824561404,,,,,,,,
00013451.jpg,0,,,,,,,,
00013452.jpg,0.541868546,,,,,,,,
00013453.jpg,0.4736689876,,,,,,,,
00013454.jpg,0.4715344979,,,,,,,,
00013455.jpg,0,,,,,,,,
00013456.jpg,0,,,,,,,,
00013457.jpg,0,,,,,,,,
00013458.jpg,0,,,,,,,,
00013459.jpg,0,,,,,,,,
00013460.jpg,0,,,,,,,,
00013461.jpg,0,,,,,,,,
00013462.jpg,0,,,,,,,,
00013463.jpg,0,,,,,,,,
00013464.jpg,0,,,,,,,,
00013465.jpg,0,,,,,,,,
00013466.jpg,0,,,,,,,,
00013467.jpg,0,,,,,,,,
00013468.jpg,0.3965695288,,,,,,,,
00013469.jpg,0.2436816517,,,,,,,,
00013470.jpg,0,,,,,,,,
00013471.jpg,0,,,,,,,,
00013472.jpg,0,,,,,,,,
00013473.jpg,0,,,,,,,,
00013474.jpg,0,,,,,,,,
00013475.jpg,0,,,,,,,,
00013476.jpg,0,,,,,,,,
00013477.jpg,0,,,,,,,,
00013478.jpg,0,,,,,,,,
00013479.jpg,0.4393402566,,,,,,,,
00013480.jpg,0,,,,,,,,
00013481.jpg,0,,,,,,,,
00013482.jpg,0.2618118863,,,,,,,,
00013483.jpg,0.0575949367,,,,,,,,
00013484.jpg,0,,,,,,,,
00013485.jpg,0,,,,,,,,
00013486.jpg,0.4700109268,,,,,,,,
00013487.jpg,0,,,,,,,,
00013488.jpg,0,,,,,,,,
00013489.jpg,0,,,,,,,,
00013490.jpg,0.0245931953,,,,,,,,
00013491.jpg,0,,,,,,,,
00013492.jpg,0.4743612973,,,,,,,,
00013493.jpg,0.0110919101,,,,,,,,
00013494.jpg,0.4598323322,,,,,,,,
00013495.jpg,0,,,,,,,,
00013496.jpg,0.1909499358,,,,,,,,
00013497.jpg,0.4693283669,,,,,,,,
00013498.jpg,0,,,,,,,,
00013499.jpg,0,,,,,,,,
00013500.jpg,0,,,,,,,,
00013501.jpg,0,,,,,,,,
00013502.jpg,0,,,,,,,,
00013503.jpg,0,,,,,,,,
00013504.jpg,0,,,,,,,,
00013505.jpg,0,,,,,,,,
00013506.jpg,0,,,,,,,,
00013507.jpg,0,,,,,,,,
00013508.jpg,0,,,,,,,,
00013509.jpg,0.2825779037,,,,,,,,
00013510.jpg,0,,,,,,,,
00013511.jpg,0,,,,,,,,
00013512.jpg,0,,,,,,,,
00013513.jpg,0,,,,,,,,
00013514.jpg,0,,,,,,,,
00013515.jpg,0,,,,,,,,
00013516.jpg,0,,,,,,,,
00013517.jpg,0,,,,,,,,
00013518.jpg,0,,,,,,,,
00013519.jpg,0.4806344455,,,,,,,,
00013520.jpg,0.1733029817,,,,,,,,
00013521.jpg,0.4586443025,,,,,,,,
00013523.jpg,0.4352304437,,,,,,,,
00013524.jpg,0.1144552777,,,,,,,,
00013525.jpg,0.4741553101,,,,,,,,
00013526.jpg,0.1609360505,,,,,,,,
00013527.jpg,0.4544049459,,,,,,,,
00013528.jpg,0,,,,,,,,
00013529.jpg,0,,,,,,,,
00013530.jpg,0,,,,,,,,
00013531.jpg,0,,,,,,,,
00013532.jpg,0.4557325405,,,,,,,,
00013533.jpg,0.2330708661,,,,,,,,
00013534.jpg,0.0275328415,,,,,,,,
00013535.jpg,0,,,,,,,,
00013536.jpg,0.392825827,,,,,,,,
00013537.jpg,0.4709302326,,,,,,,,
00013538.jpg,0,,,,,,,,
00013539.jpg,0,,,,,,,,
00013540.jpg,0,,,,,,,,
00013541.jpg,0.4968114293,,,,,,,,
00013542.jpg,0.1381877142,,,,,,,,
00013543.jpg,0.4430037266,,,,,,,,
00013544.jpg,0,,,,,,,,
00013545.jpg,0,,,,,,,,
00013546.jpg,0,,,,,,,,
00013547.jpg,0.5282773383,,,,,,,,
00013548.jpg,0,,,,,,,,
00013549.jpg,0,,,,,,,,
00013550.jpg,0,,,,,,,,
00013551.jpg,0.4504730159,,,,,,,,
00013552.jpg,0.4448098049,,,,,,,,
00013553.jpg,0.5432460535,,,,,,,,
00013554.jpg,0,,,,,,,,
00013556.jpg,0.07051426,,,,,,,,
00013557.jpg,0.4069061779,,,,,,,,
00013558.jpg,0,,,,,,,,
00013559.jpg,0,,,,,,,,
00013560.jpg,0,,,,,,,,
00013561.jpg,0,,,,,,,,
00013562.jpg,0,,,,,,,,
00013563.jpg,0,,,,,,,,
00013564.jpg,0,,,,,,,,
00013565.jpg,0,,,,,,,,
00013566.jpg,0,,,,,,,,
00013567.jpg,0,,,,,,,,
00013568.jpg,0.4240016634,,,,,,,,
00013569.jpg,0.4679324429,,,,,,,,
00013570.jpg,0,,,,,,,,
00013571.jpg,0,,,,,,,,
00013572.jpg,0,,,,,,,,
00013573.jpg,0,,,,,,,,
00013574.jpg,0,,,,,,,,
00013575.jpg,0,,,,,,,,
00013576.jpg,0,,,,,,,,
00013577.jpg,0,,,,,,,,
00013578.jpg,0,,,,,,,,
00013579.jpg,0.3664225658,,,,,,,,
00013580.jpg,0.4784976526,,,,,,,,
00013581.jpg,0.4735225861,,,,,,,,
00013582.jpg,0.4729805535,,,,,,,,
00013583.jpg,0.4149317461,,,,,,,,
00013584.jpg,0,,,,,,,,
00013585.jpg,0.1680084004,,,,,,,,
00013586.jpg,0.2624863288,,,,,,,,
00013587.jpg,0,,,,,,,,
00013588.jpg,0,,,,,,,,
00013589.jpg,0,,,,,,,,
00013590.jpg,0,,,,,,,,
00013591.jpg,0.4671160441,,,,,,,,
00013592.jpg,0.370235373,,,,,,,,
00013593.jpg,0,,,,,,,,
00013594.jpg,0.4861807015,,,,,,,,
00013595.jpg,0.2047389549,,,,,,,,
00013596.jpg,0,,,,,,,,
00013597.jpg,0.4614037222,,,,,,,,
00013598.jpg,0,,,,,,,,
00013599.jpg,0,,,,,,,,
00013600.jpg,0,,,,,,,,
00013601.jpg,0,,,,,,,,
00013602.jpg,0,,,,,,,,
00013603.jpg,0,,,,,,,,
00013604.jpg,0,,,,,,,,
00013605.jpg,0,,,,,,,,
00013606.jpg,0,,,,,,,,
00013607.jpg,0,,,,,,,,
00013608.jpg,0,,,,,,,,
00013609.jpg,0.4374740915,,,,,,,,
00013610.jpg,0,,,,,,,,
00013611.jpg,0,,,,,,,,
00013612.jpg,0,,,,,,,,
00013613.jpg,0,,,,,,,,
00013614.jpg,0,,,,,,,,
00013615.jpg,0,,,,,,,,
00013616.jpg,0,,,,,,,,
00013617.jpg,0,,,,,,,,
00013618.jpg,0.4691312891,,,,,,,,
00013619.jpg,0,,,,,,,,
00013620.jpg,0.3892101707,,,,,,,,
00013621.jpg,0,,,,,,,,
00013622.jpg,0.53185251,,,,,,,,
00013623.jpg,0,,,,,,,,
00013624.jpg,0.4132550197,,,,,,,,
00013625.jpg,0,,,,,,,,
00013626.jpg,0.0486486486,,,,,,,,
00013627.jpg,0,,,,,,,,
00013628.jpg,0,,,,,,,,
00013629.jpg,0,,,,,,,,
00013630.jpg,0.105601341,,,,,,,,
00013631.jpg,0,,,,,,,,
00013632.jpg,0.4969555035,,,,,,,,
00013633.jpg,0.0544535765,,,,,,,,
00013634.jpg,0.4242204922,,,,,,,,
00013635.jpg,0.4734825913,,,,,,,,
00013636.jpg,0.4819785515,,,,,,,,
00013637.jpg,0.3383644347,,,,,,,,
00013638.jpg,0,,,,,,,,
00013639.jpg,0,,,,,,,,
00013640.jpg,0.4779097013,,,,,,,,
00013641.jpg,0,,,,,,,,
00013642.jpg,0.281700331,,,,,,,,
00013643.jpg,0.4664263182,,,,,,,,
00013644.jpg,0,,,,,,,,
00013645.jpg,0,,,,,,,,
00013646.jpg,0.4308303114,,,,,,,,
00013647.jpg,0.3501142298,,,,,,,,
00013648.jpg,0,,,,,,,,
00013649.jpg,0,,,,,,,,
00013650.jpg,0,,,,,,,,
00013651.jpg,0.4955292876,,,,,,,,
00013652.jpg,0.4706880007,,,,,,,,
00013653.jpg,0,,,,,,,,
00013654.jpg,0,,,,,,,,
00013655.jpg,0,,,,,,,,
00013656.jpg,0,,,,,,,,
00013657.jpg,0.1124828532,,,,,,,,
00013658.jpg,0,,,,,,,,
00013659.jpg,0,,,,,,,,
00013660.jpg,0,,,,,,,,
00013661.jpg,0,,,,,,,,
00013662.jpg,0,,,,,,,,
00013663.jpg,0,,,,,,,,
00013664.jpg,0,,,,,,,,
00013665.jpg,0,,,,,,,,
00013666.jpg,0,,,,,,,,
00013667.jpg,0,,,,,,,,
00013668.jpg,0.4795587923,,,,,,,,
00013669.jpg,0.4579920261,,,,,,,,
00013670.jpg,0,,,,,,,,
00013671.jpg,0,,,,,,,,
00013672.jpg,0,,,,,,,,
00013673.jpg,0,,,,,,,,
00013674.jpg,0,,,,,,,,
00013675.jpg,0,,,,,,,,
00013676.jpg,0,,,,,,,,
00013677.jpg,0,,,,,,,,
00013678.jpg,0.1122991347,,,,,,,,
00013679.jpg,0.30502207,,,,,,,,
00013680.jpg,0.5396144369,,,,,,,,
00013681.jpg,0.473367043,,,,,,,,
00013682.jpg,0,,,,,,,,
00013683.jpg,0.4840949948,,,,,,,,
00013684.jpg,0.2809191735,,,,,,,,
00013685.jpg,0.0169992806,,,,,,,,
00013686.jpg,0.4615856006,,,,,,,,
00013687.jpg,0.4788671959,,,,,,,,
00013688.jpg,0,,,,,,,,
00013689.jpg,0,,,,,,,,
00013690.jpg,0.4400240551,,,,,,,,
00013691.jpg,0.4700631549,,,,,,,,
00013692.jpg,0,,,,,,,,
00013693.jpg,0.3879845083,,,,,,,,
00013694.jpg,0.4322853688,,,,,,,,
00013695.jpg,0.4583910828,,,,,,,,
00013696.jpg,0.457732877,,,,,,,,
00013697.jpg,0,,,,,,,,
00013698.jpg,0,,,,,,,,
00013699.jpg,0,,,,,,,,
00013700.jpg,0,,,,,,,,
00013701.jpg,0,,,,,,,,
00013702.jpg,0,,,,,,,,
00013703.jpg,0,,,,,,,,
00013704.jpg,0,,,,,,,,
00013705.jpg,0,,,,,,,,
00013706.jpg,0,,,,,,,,
00013707.jpg,0,,,,,,,,
00013708.jpg,0,,,,,,,,
00013709.jpg,0.4405478768,,,,,,,,
00013710.jpg,0,,,,,,,,
00013711.jpg,0,,,,,,,,
00013712.jpg,0,,,,,,,,
00013713.jpg,0,,,,,,,,
00013714.jpg,0,,,,,,,,
00013715.jpg,0,,,,,,,,
00013716.jpg,0,,,,,,,,
00013717.jpg,0,,,,,,,,
00013718.jpg,0.3894310781,,,,,,,,
00013719.jpg,0,,,,,,,,
00013720.jpg,0.3922781796,,,,,,,,
00013721.jpg,0,,,,,,,,
00013722.jpg,0.3608460026,,,,,,,,
00013723.jpg,0.476070678,,,,,,,,
00013724.jpg,0.6020555098,,,,,,,,
00013725.jpg,0,,,,,,,,
00013726.jpg,0,,,,,,,,
00013727.jpg,0.4874397193,,,,,,,,
00013728.jpg,0,,,,,,,,
00013729.jpg,0,,,,,,,,
00013730.jpg,0.2082298954,,,,,,,,
00013731.jpg,0.428964109,,,,,,,,
00013732.jpg,0,,,,,,,,
00013733.jpg,0.1429885442,,,,,,,,
00013734.jpg,0.4605110406,,,,,,,,
00013735.jpg,0.459591602,,,,,,,,
00013736.jpg,0.471168606,,,,,,,,
00013737.jpg,0,,,,,,,,
00013738.jpg,0,,,,,,,,
00013739.jpg,0,,,,,,,,
00013740.jpg,0,,,,,,,,
00013741.jpg,0.4871419576,,,,,,,,
00013742.jpg,0,,,,,,,,
00013743.jpg,0.0770020534,,,,,,,,
00013744.jpg,0,,,,,,,,
00013745.jpg,0,,,,,,,,
00013746.jpg,0,,,,,,,,
00013747.jpg,0,,,,,,,,
00013748.jpg,0,,,,,,,,
00013749.jpg,0,,,,,,,,
00013750.jpg,0,,,,,,,,
00013751.jpg,0.4897983701,,,,,,,,
00013752.jpg,0,,,,,,,,
00013753.jpg,0.3762729659,,,,,,,,
00013754.jpg,0,,,,,,,,
00013755.jpg,0.4440438513,,,,,,,,
00013756.jpg,0,,,,,,,,
00013757.jpg,0.4618245508,,,,,,,,
00013758.jpg,0,,,,,,,,
00013759.jpg,0,,,,,,,,
00013760.jpg,0,,,,,,,,
00013761.jpg,0,,,,,,,,
00013762.jpg,0,,,,,,,,
00013763.jpg,0,,,,,,,,
00013764.jpg,0,,,,,,,,
00013765.jpg,0,,,,,,,,
00013766.jpg,0,,,,,,,,
00013767.jpg,0,,,,,,,,
00013768.jpg,0.4510004463,,,,,,,,
00013769.jpg,0,,,,,,,,
00013770.jpg,0,,,,,,,,
00013771.jpg,0,,,,,,,,
00013772.jpg,0,,,,,,,,
00013773.jpg,0,,,,,,,,
00013774.jpg,0,,,,,,,,
00013775.jpg,0,,,,,,,,
00013776.jpg,0,,,,,,,,
00013777.jpg,0,,,,,,,,
00013778.jpg,0.0921217174,,,,,,,,
00013779.jpg,0.1755791386,,,,,,,,
00013780.jpg,0,,,,,,,,
00013781.jpg,0.3959804174,,,,,,,,
00013782.jpg,0.2271191254,,,,,,,,
00013783.jpg,0.3712380511,,,,,,,,
00013784.jpg,0.4392554992,,,,,,,,
00013785.jpg,0,,,,,,,,
00013786.jpg,0.2258778867,,,,,,,,
00013787.jpg,0.4552670371,,,,,,,,
00013788.jpg,0,,,,,,,,
00013789.jpg,0,,,,,,,,
00013790.jpg,0.4685121672,,,,,,,,
00013791.jpg,0,,,,,,,,
00013792.jpg,0.4686938371,,,,,,,,
00013793.jpg,0.5569350677,,,,,,,,
00013794.jpg,0.2065013339,,,,,,,,
00013795.jpg,0,,,,,,,,
00013796.jpg,0.0511875909,,,,,,,,
00013797.jpg,0,,,,,,,,
00013798.jpg,0,,,,,,,,
00013799.jpg,0,,,,,,,,
00013800.jpg,0.4832253068,,,,,,,,
00013801.jpg,0.5571294064,,,,,,,,
00013802.jpg,0,,,,,,,,
00013803.jpg,0.0980887855,,,,,,,,
00013804.jpg,0.3953051643,,,,,,,,
00013805.jpg,0.5748993272,,,,,,,,
00013806.jpg,0.4791144751,,,,,,,,
00013807.jpg,0.4633287839,,,,,,,,
00013808.jpg,0,,,,,,,,
00013809.jpg,0,,,,,,,,
00013810.jpg,0.3870508716,,,,,,,,
00013811.jpg,0.0463068645,,,,,,,,
00013812.jpg,0,,,,,,,,
00013813.jpg,0,,,,,,,,
00013814.jpg,0,,,,,,,,
00013815.jpg,0,,,,,,,,
00013816.jpg,0,,,,,,,,
00013817.jpg,0.4614385686,,,,,,,,
00013818.jpg,0,,,,,,,,
00013819.jpg,0,,,,,,,,
00013820.jpg,0,,,,,,,,
00013821.jpg,0,,,,,,,,
00013822.jpg,0,,,,,,,,
00013823.jpg,0,,,,,,,,
00013824.jpg,0,,,,,,,,
00013825.jpg,0,,,,,,,,
00013826.jpg,0,,,,,,,,
00013827.jpg,0,,,,,,,,
00013828.jpg,0,,,,,,,,
00013829.jpg,0,,,,,,,,
00013830.jpg,0,,,,,,,,
00013831.jpg,0,,,,,,,,
00013832.jpg,0,,,,,,,,
00013833.jpg,0,,,,,,,,
00013834.jpg,0,,,,,,,,
00013835.jpg,0,,,,,,,,
00013836.jpg,0,,,,,,,,
00013837.jpg,0,,,,,,,,
00013838.jpg,0.4500171762,,,,,,,,
00013839.jpg,0.4657660555,,,,,,,,
00013840.jpg,0,,,,,,,,
00013841.jpg,0,,,,,,,,
00013842.jpg,0,,,,,,,,
00013843.jpg,0,,,,,,,,
00013844.jpg,0,,,,,,,,
00013845.jpg,0,,,,,,,,
00013846.jpg,0,,,,,,,,
00013847.jpg,0,,,,,,,,
00013848.jpg,0.4874936524,,,,,,,,
00013849.jpg,0,,,,,,,,
00013850.jpg,0,,,,,,,,
00013851.jpg,0,,,,,,,,
00013852.jpg,0,,,,,,,,
00013853.jpg,0,,,,,,,,
00013854.jpg,0,,,,,,,,
00013855.jpg,0,,,,,,,,
00013856.jpg,0,,,,,,,,
00013857.jpg,0,,,,,,,,
00013858.jpg,0.1880882935,,,,,,,,
00013859.jpg,0.4922120018,,,,,,,,
00013860.jpg,0.4875487282,,,,,,,,
00013861.jpg,0,,,,,,,,
00013862.jpg,0.4352655603,,,,,,,,
00013863.jpg,0.1560479772,,,,,,,,
00013864.jpg,0,,,,,,,,
00013865.jpg,0,,,,,,,,
00013866.jpg,0.6056831653,,,,,,,,
00013867.jpg,0,,,,,,,,
00013868.jpg,0,,,,,,,,
00013869.jpg,0,,,,,,,,
00013870.jpg,0.4207750652,,,,,,,,
00013871.jpg,0.4266274675,,,,,,,,
00013872.jpg,0.4506344785,,,,,,,,
00013873.jpg,0.4320903009,,,,,,,,
00013874.jpg,0,,,,,,,,
00013875.jpg,0.0436381235,,,,,,,,
00013876.jpg,0.2208708964,,,,,,,,
00013877.jpg,0.4787408973,,,,,,,,
00013878.jpg,0,,,,,,,,
00013879.jpg,0,,,,,,,,
00013880.jpg,0,,,,,,,,
00013881.jpg,0,,,,,,,,
00013882.jpg,0,,,,,,,,
00013883.jpg,0,,,,,,,,
00013884.jpg,0,,,,,,,,
00013885.jpg,0,,,,,,,,
00013886.jpg,0,,,,,,,,
00013887.jpg,0,,,,,,,,
00013888.jpg,0.4795981303,,,,,,,,
00013889.jpg,0.0445011009,,,,,,,,
00013890.jpg,0,,,,,,,,
00013891.jpg,0,,,,,,,,
00013892.jpg,0,,,,,,,,
00013893.jpg,0,,,,,,,,
00013894.jpg,0,,,,,,,,
00013895.jpg,0,,,,,,,,
00013896.jpg,0,,,,,,,,
00013897.jpg,0,,,,,,,,
00013898.jpg,0,,,,,,,,
00013899.jpg,0,,,,,,,,
00013900.jpg,0.5042763313,,,,,,,,
00013901.jpg,0.437863295,,,,,,,,
00013902.jpg,0.4513751573,,,,,,,,
00013903.jpg,0.3830586504,,,,,,,,
00013904.jpg,0.0505649718,,,,,,,,
00013905.jpg,0.451033918,,,,,,,,
00013906.jpg,0.4498652987,,,,,,,,
00013907.jpg,0.3967681624,,,,,,,,
00013908.jpg,0,,,,,,,,
00013909.jpg,0,,,,,,,,
00013910.jpg,0,,,,,,,,
00013911.jpg,0,,,,,,,,
00013912.jpg,0.3622920518,,,,,,,,
00013913.jpg,0.0422725229,,,,,,,,
00013914.jpg,0.0419989672,,,,,,,,
00013915.jpg,0.4812858166,,,,,,,,
00013916.jpg,0,,,,,,,,
00013917.jpg,0.5388048041,,,,,,,,
00013918.jpg,0,,,,,,,,
00013919.jpg,0,,,,,,,,
00013920.jpg,0,,,,,,,,
00013921.jpg,0,,,,,,,,
00013922.jpg,0,,,,,,,,
00013923.jpg,0,,,,,,,,
00013924.jpg,0,,,,,,,,
00013925.jpg,0,,,,,,,,
00013926.jpg,0,,,,,,,,
00013927.jpg,0,,,,,,,,
00013928.jpg,0.4751978238,,,,,,,,
00013929.jpg,0.26327825,,,,,,,,
00013930.jpg,0,,,,,,,,
00013931.jpg,0,,,,,,,,
00013932.jpg,0,,,,,,,,
00013933.jpg,0,,,,,,,,
00013934.jpg,0,,,,,,,,
00013935.jpg,0,,,,,,,,
00013936.jpg,0,,,,,,,,
00013937.jpg,0,,,,,,,,
00013938.jpg,0,,,,,,,,
00013939.jpg,0.4829339143,,,,,,,,
00013940.jpg,0,,,,,,,,
00013941.jpg,0,,,,,,,,
00013942.jpg,0,,,,,,,,
00013943.jpg,0,,,,,,,,
00013944.jpg,0,,,,,,,,
00013945.jpg,0,,,,,,,,
00013946.jpg,0,,,,,,,,
00013947.jpg,0,,,,,,,,
00013948.jpg,0.0960614793,,,,,,,,
00013949.jpg,0.4152143338,,,,,,,,
00013950.jpg,0,,,,,,,,
00013951.jpg,0,,,,,,,,
00013952.jpg,0,,,,,,,,
00013953.jpg,0,,,,,,,,
00013954.jpg,0,,,,,,,,
00013955.jpg,0,,,,,,,,
00013956.jpg,0,,,,,,,,
00013957.jpg,0,,,,,,,,
00013958.jpg,0,,,,,,,,
00013959.jpg,0.4369172417,,,,,,,,
00013960.jpg,0.4223290616,,,,,,,,
00013961.jpg,0.4572675687,,,,,,,,
00013962.jpg,0.0701547183,,,,,,,,
00013963.jpg,0,,,,,,,,
00013964.jpg,0.4310240843,,,,,,,,
00013965.jpg,0.1846820994,,,,,,,,
00013966.jpg,0.0288007373,,,,,,,,
00013967.jpg,0,,,,,,,,
00013968.jpg,0,,,,,,,,
00013969.jpg,0,,,,,,,,
00013970.jpg,0.0716045328,,,,,,,,
00013971.jpg,0.443438914,,,,,,,,
00013972.jpg,0.1521997622,,,,,,,,
00013973.jpg,0,,,,,,,,
00013974.jpg,0,,,,,,,,
00013975.jpg,0.0370825751,,,,,,,,
00013976.jpg,0.460197146,,,,,,,,
00013977.jpg,0,,,,,,,,
00013978.jpg,0,,,,,,,,
00013979.jpg,0,,,,,,,,
00013980.jpg,0,,,,,,,,
00013981.jpg,0,,,,,,,,
00013983.jpg,0,,,,,,,,
00013985.jpg,0,,,,,,,,
00013986.jpg,0,,,,,,,,
00013987.jpg,0,,,,,,,,
00013988.jpg,0,,,,,,,,
00013989.jpg,0,,,,,,,,
00013990.jpg,0,,,,,,,,
00013991.jpg,0,,,,,,,,
00013992.jpg,0,,,,,,,,
00013993.jpg,0,,,,,,,,
00013994.jpg,0,,,,,,,,
00013995.jpg,0,,,,,,,,
00013996.jpg,0,,,,,,,,
00013997.jpg,0,,,,,,,,
00013998.jpg,0.6979028009,,,,,,,,
00013999.jpg,0.3202614379,,,,,,,,
00014000.jpg,0.4104398635,,,,,,,,
00014001.jpg,0.1136537196,,,,,,,,
00014002.jpg,0.4398331992,,,,,,,,
00014003.jpg,0.025514384,,,,,,,,
00014004.jpg,0.3913837167,,,,,,,,
00014005.jpg,0.4356784852,,,,,,,,
00014006.jpg,0.4832074805,,,,,,,,
00014007.jpg,0.4576792236,,,,,,,,
00014008.jpg,0,,,,,,,,
00014009.jpg,0,,,,,,,,
00014010.jpg,0,,,,,,,,
00014011.jpg,0.4658471677,,,,,,,,
00014012.jpg,0,,,,,,,,
00014013.jpg,0.4041763502,,,,,,,,
00014014.jpg,0.4612988986,,,,,,,,
00014015.jpg,0.368928351,,,,,,,,
00014016.jpg,0.394437421,,,,,,,,
00014017.jpg,0.1072256569,,,,,,,,
00014018.jpg,0,,,,,,,,
00014019.jpg,0,,,,,,,,
00014020.jpg,0,,,,,,,,
00014021.jpg,0,,,,,,,,
00014022.jpg,0,,,,,,,,
00014023.jpg,0,,,,,,,,
00014024.jpg,0,,,,,,,,
00014025.jpg,0,,,,,,,,
00014026.jpg,0,,,,,,,,
00014027.jpg,0,,,,,,,,
00014028.jpg,0.4744041115,,,,,,,,
00014029.jpg,0,,,,,,,,
00014030.jpg,0,,,,,,,,
00014031.jpg,0,,,,,,,,
00014032.jpg,0,,,,,,,,
00014033.jpg,0,,,,,,,,
00014034.jpg,0,,,,,,,,
00014035.jpg,0,,,,,,,,
00014036.jpg,0,,,,,,,,
00014037.jpg,0,,,,,,,,
00014038.jpg,0.4580928192,,,,,,,,
00014039.jpg,0,,,,,,,,
00014040.jpg,0,,,,,,,,
00014041.jpg,0,,,,,,,,
00014042.jpg,0,,,,,,,,
00014043.jpg,0,,,,,,,,
00014044.jpg,0,,,,,,,,
00014045.jpg,0,,,,,,,,
00014046.jpg,0,,,,,,,,
00014047.jpg,0,,,,,,,,
00014048.jpg,0.2470766995,,,,,,,,
00014049.jpg,0,,,,,,,,
00014050.jpg,0,,,,,,,,
00014051.jpg,0,,,,,,,,
00014052.jpg,0,,,,,,,,
00014053.jpg,0,,,,,,,,
00014054.jpg,0,,,,,,,,
00014055.jpg,0,,,,,,,,
00014056.jpg,0,,,,,,,,
00014058.jpg,0.0388132114,,,,,,,,
00014059.jpg,0.4728595491,,,,,,,,
00014060.jpg,0.6556485092,,,,,,,,
00014061.jpg,0.126506518,,,,,,,,
00014062.jpg,0,,,,,,,,
00014063.jpg,0.2629436549,,,,,,,,
00014064.jpg,0.3045085526,,,,,,,,
00014065.jpg,0,,,,,,,,
00014066.jpg,0.3764213729,,,,,,,,
00014067.jpg,0,,,,,,,,
00014068.jpg,0,,,,,,,,
00014069.jpg,0,,,,,,,,
00014070.jpg,0,,,,,,,,
00014071.jpg,0.1696202532,,,,,,,,
00014072.jpg,0.4474495376,,,,,,,,
00014073.jpg,0.4614365051,,,,,,,,
00014074.jpg,0.4504054117,,,,,,,,
00014075.jpg,0.2660853879,,,,,,,,
00014076.jpg,0.4592852958,,,,,,,,
00014077.jpg,0.4591167468,,,,,,,,
00014078.jpg,0,,,,,,,,
00014079.jpg,0,,,,,,,,
00014080.jpg,0,,,,,,,,
00014081.jpg,0,,,,,,,,
00014082.jpg,0,,,,,,,,
00014083.jpg,0,,,,,,,,
00014084.jpg,0,,,,,,,,
00014085.jpg,0,,,,,,,,
00014086.jpg,0,,,,,,,,
00014087.jpg,0,,,,,,,,
00014088.jpg,0,,,,,,,,
00014089.jpg,0.0091394542,,,,,,,,
00014090.jpg,0,,,,,,,,
00014091.jpg,0,,,,,,,,
00014092.jpg,0,,,,,,,,
00014093.jpg,0,,,,,,,,
00014094.jpg,0,,,,,,,,
00014095.jpg,0,,,,,,,,
00014096.jpg,0,,,,,,,,
00014097.jpg,0,,,,,,,,
00014098.jpg,0.1316433178,,,,,,,,
00014099.jpg,0.4462488864,,,,,,,,
00014100.jpg,0.4295881483,,,,,,,,
00014101.jpg,0,,,,,,,,
00014102.jpg,0.470418715,,,,,,,,
00014103.jpg,0,,,,,,,,
00014104.jpg,0.4832935561,,,,,,,,
00014105.jpg,0,,,,,,,,
00014106.jpg,0.448097972,,,,,,,,
00014107.jpg,0,,,,,,,,
00014108.jpg,0,,,,,,,,
00014109.jpg,0,,,,,,,,
00014110.jpg,0.0321746799,,,,,,,,
00014111.jpg,0.0264905195,,,,,,,,
00014112.jpg,0.2271706026,,,,,,,,
00014113.jpg,0.2542278762,,,,,,,,
00014114.jpg,0.42573973,,,,,,,,
00014115.jpg,0.402579531,,,,,,,,
00014116.jpg,0.4914512086,,,,,,,,
00014117.jpg,0.1312350526,,,,,,,,
00014118.jpg,0,,,,,,,,
00014120.jpg,0,,,,,,,,
00014121.jpg,0,,,,,,,,
00014122.jpg,0,,,,,,,,
00014123.jpg,0,,,,,,,,
00014124.jpg,0,,,,,,,,
00014125.jpg,0,,,,,,,,
00014126.jpg,0,,,,,,,,
00014127.jpg,0,,,,,,,,
00014128.jpg,0.1152576288,,,,,,,,
00014129.jpg,0,,,,,,,,
00014130.jpg,0,,,,,,,,
00014131.jpg,0,,,,,,,,
00014132.jpg,0,,,,,,,,
00014133.jpg,0,,,,,,,,
00014134.jpg,0,,,,,,,,
00014135.jpg,0,,,,,,,,
00014136.jpg,0,,,,,,,,
00014137.jpg,0,,,,,,,,
00014138.jpg,0.4621152404,,,,,,,,
