filename,width,height,class,xmin,ymin,xmax,ymax
00013327.jpg,720,480,,212,41,383,103
00013327.jpg,720,480,,495,349,711,467
00013330.jpg,720,480,,392,104,429,132
00013330.jpg,720,480,,362,170,419,222
00013330.jpg,720,480,,232,264,290,315
00013330.jpg,720,480,,280,27,299,39
00013332.jpg,720,480,,70,85,532,378
00013333.jpg,342,228,,142,42,198,64
00013333.jpg,342,228,,47,84,108,123
00013333.jpg,342,228,,124,68,188,96
00013333.jpg,342,228,,110,21,138,33
00013335.jpg,720,480,,134,157,167,179
00013335.jpg,720,480,,141,270,182,323
00013335.jpg,720,480,,355,142,431,173
00013335.jpg,720,480,,326,141,412,173
00013335.jpg,720,480,,223,137,265,155
00013335.jpg,720,480,,209,178,552,407
00013336.jpg,720,480,,344,170,538,250
00013336.jpg,720,480,,76,43,116,66
00013336.jpg,720,480,,562,296,696,388
00013336.jpg,720,480,,264,116,409,158
00013337.jpg,720,480,,147,110,281,173
00013337.jpg,720,480,,245,395,316,428
00013340.jpg,720,480,,267,212,379,270
00013340.jpg,720,480,,459,123,508,146
00013340.jpg,720,480,,572,101,601,128
00013340.jpg,720,480,,607,195,641,225
00013340.jpg,720,480,,689,140,712,171
00013342.jpg,720,480,,375,122,415,146
00013342.jpg,720,480,,515,296,699,431
00013342.jpg,720,480,,430,103,462,123
00013342.jpg,720,480,,284,82,314,107
00013342.jpg,720,480,,116,138,168,176
00013343.jpg,342,228,,2,142,111,191
00013344.jpg,720,480,,364,140,429,179
00013345.jpg,720,480,,207,272,405,383
00013345.jpg,720,480,,611,129,646,157
00013345.jpg,720,480,,593,160,635,208
00013346.jpg,720,480,,599,279,712,378
00013346.jpg,720,480,,496,363,666,471
00013346.jpg,720,480,,365,167,430,220
00013346.jpg,720,480,,443,191,501,224
00013346.jpg,720,480,,227,147,268,175
00013346.jpg,720,480,,516,148,567,172
00013347.jpg,720,480,,609,130,647,154
00013347.jpg,720,480,,608,296,710,451
00013347.jpg,720,480,,126,352,317,474
00013347.jpg,720,480,,598,171,653,212
00013347.jpg,720,480,,425,99,468,115
00013350.jpg,342,228,,162,50,262,89
00013351.jpg,342,228,,255,49,341,89
00013351.jpg,342,228,,255,49,341,89
00013352.jpg,720,480,,4,58,26,79
00013353.jpg,720,480,,334,150,548,245
00013354.jpg,720,480,,147,147,237,245
00013356.jpg,720,480,,630,119,715,168
00013356.jpg,720,480,,10,53,382,258
00013357.jpg,720,480,,537,147,719,267
00013357.jpg,720,480,,157,43,198,60
00013357.jpg,720,480,,469,92,586,135
00013368.jpg,720,480,,580,237,719,348
00013368.jpg,720,480,,200,45,247,66
00013378.jpg,342,228,,230,88,338,140
00013378.jpg,342,228,,9,44,56,67
00013379.jpg,720,480,,12,178,81,238
00013380.jpg,720,480,,205,69,237,86
00013380.jpg,720,480,,224,108,255,128
00013381.jpg,342,228,,74,99,198,190
00013381.jpg,342,228,,155,25,181,36
00013381.jpg,342,228,,45,29,57,36
00013381.jpg,342,228,,100,10,133,21
00013381.jpg,342,228,,88,10,109,19
00013383.jpg,720,480,,557,201,713,283
00013383.jpg,720,480,,608,48,658,74
00013383.jpg,720,480,,304,51,423,82
00013383.jpg,720,480,,199,17,233,32
00013384.jpg,342,228,,156,25,182,35
00013384.jpg,342,228,,85,66,137,93
00013384.jpg,342,228,,88,10,111,19
00013384.jpg,342,228,,102,11,130,21
00013385.jpg,720,480,,354,141,592,266
00013386.jpg,720,480,,512,167,711,311
00013386.jpg,720,480,,39,49,94,76
00013386.jpg,720,480,,189,25,289,64
00013387.jpg,720,480,,349,17,390,38
00013387.jpg,720,480,,497,45,708,235
00013387.jpg,720,480,,211,19,264,46
00013390.jpg,720,480,,509,94,541,109
00013391.jpg,720,480,,169,189,226,241
00013391.jpg,720,480,,255,134,295,172
00013393.jpg,720,480,,277,167,509,359
00013394.jpg,720,480,,491,397,667,449
00013394.jpg,720,480,,597,146,660,184
00013395.jpg,342,228,,131,98,264,149
00013397.jpg,720,480,,178,215,411,321
00013397.jpg,720,480,,199,138,367,209
00013397.jpg,720,480,,419,48,720,177
00013408.jpg,720,480,,386,137,597,292
00013409.jpg,720,480,,186,72,229,90
00013418.jpg,342,228,,104,133,216,181
00013419.jpg,720,480,,232,125,260,142
00013419.jpg,720,480,,428,148,707,280
00013420.jpg,720,480,,610,130,645,154
00013420.jpg,720,480,,551,103,581,119
00013420.jpg,720,480,,600,171,651,211
00013420.jpg,720,480,,88,298,268,404
00013421.jpg,342,228,,41,100,123,134
00013422.jpg,720,480,,477,262,704,418
00013422.jpg,720,480,,521,419,587,445
00013423.jpg,720,480,,273,133,664,347
00013423.jpg,720,480,,96,131,136,158
00013423.jpg,720,480,,200,352,240,390
00013423.jpg,720,480,,144,119,204,151
00013424.jpg,342,228,,195,113,318,208
00013425.jpg,720,480,,160,187,380,322
00013425.jpg,720,480,,153,57,200,81
00013425.jpg,720,480,,71,44,108,61
00013426.jpg,720,480,,345,317,550,468
00013426.jpg,720,480,,368,89,434,117
00013426.jpg,720,480,,371,76,447,117
00013430.jpg,342,228,,43,48,107,84
00013430.jpg,342,228,,27,50,53,63
00013431.jpg,720,480,,537,14,586,42
00013431.jpg,720,480,,518,398,675,449
00013431.jpg,720,480,,107,124,238,237
00013432.jpg,720,480,,114,163,356,302
00013432.jpg,720,480,,80,41,132,62
00013432.jpg,720,480,,218,81,282,110
00013434.jpg,342,228,,128,82,213,114
00013435.jpg,720,480,,36,155,83,187
00013436.jpg,720,480,,216,82,272,103
00013436.jpg,720,480,,267,52,303,73
00013436.jpg,720,480,,413,98,482,120
00013437.jpg,720,480,,328,160,525,250
00013437.jpg,720,480,,71,41,116,66
00013437.jpg,720,480,,137,28,209,56
00013440.jpg,720,480,,609,131,643,157
00013440.jpg,720,480,,187,243,327,322
00013441.jpg,342,228,,91,88,207,140
00013441.jpg,342,228,,174,23,202,31
00013442.jpg,720,480,,169,189,233,246
00013442.jpg,720,480,,269,73,294,102
00013442.jpg,720,480,,264,95,301,139
00013442.jpg,720,480,,382,88,426,111
00013442.jpg,720,480,,323,29,345,50
00013442.jpg,720,480,,265,109,295,139
00013443.jpg,720,480,,441,152,503,181
00013443.jpg,720,480,,175,329,273,451
00013443.jpg,720,480,,384,196,471,237
00013443.jpg,720,480,,569,156,626,187
00013443.jpg,720,480,,628,174,690,207
00013443.jpg,720,480,,526,146,570,171
00013443.jpg,720,480,,339,156,393,186
00013443.jpg,720,480,,464,217,563,265
00013443.jpg,720,480,,482,148,529,171
00013443.jpg,720,480,,529,230,634,290
00013444.jpg,720,480,,593,167,649,197
00013444.jpg,720,480,,503,213,584,262
00013444.jpg,720,480,,478,150,531,177
00013444.jpg,720,480,,431,210,506,249
00013444.jpg,720,480,,372,186,455,226
00013444.jpg,720,480,,67,192,115,213
00013444.jpg,720,480,,560,156,637,190
00013444.jpg,720,480,,638,175,692,205
00013444.jpg,720,480,,552,243,640,296
00013444.jpg,720,480,,160,185,218,208
00013444.jpg,720,480,,407,149,460,173
00013444.jpg,720,480,,378,194,465,233
00013445.jpg,342,228,,61,41,96,60
00013445.jpg,342,228,,194,89,337,157
00013445.jpg,342,228,,95,51,148,73
00013445.jpg,342,228,,237,54,290,77
00013445.jpg,342,228,,85,25,105,34
00013445.jpg,342,228,,241,55,323,85
00013446.jpg,342,228,,155,26,181,37
00013447.jpg,720,480,,560,163,623,200
00013447.jpg,720,480,,470,236,646,329
00013447.jpg,720,480,,467,230,648,320
00013450.jpg,720,480,,372,141,441,181
00013451.jpg,720,480,,439,66,712,317
00013452.jpg,720,480,,46,47,82,64
00013452.jpg,720,480,,138,126,313,206
00013452.jpg,720,480,,301,61,334,81
00013452.jpg,720,480,,138,126,313,206
00013453.jpg,720,480,,151,251,403,354
00013453.jpg,720,480,,545,160,689,220
00013453.jpg,720,480,,14,127,53,155
00013454.jpg,720,480,,302,223,436,307
00013457.jpg,720,480,,518,396,680,448
00013468.jpg,720,480,,399,186,592,327
00013468.jpg,720,480,,357,48,517,131
00013468.jpg,720,480,,122,41,213,88
00013468.jpg,720,480,,637,22,682,45
00013469.jpg,720,480,,71,212,143,277
00013469.jpg,720,480,,24,135,108,201
00013469.jpg,720,480,,198,291,385,394
00013478.jpg,342,228,,79,82,208,128
00013479.jpg,720,480,,107,43,150,63
00013479.jpg,720,480,,79,44,118,65
00013479.jpg,720,480,,111,133,236,184
00013481.jpg,342,228,,39,44,61,55
00013481.jpg,342,228,,94,87,190,134
00013482.jpg,720,480,,29,267,286,471
00013482.jpg,720,480,,315,74,380,109
00013482.jpg,720,480,,409,44,449,60
00013482.jpg,720,480,,10,179,79,234
00013483.jpg,342,228,,245,90,278,116
00013483.jpg,342,228,,255,61,277,75
00013483.jpg,342,228,,155,47,183,59
00013483.jpg,342,228,,204,67,233,84
00013483.jpg,342,228,,100,117,183,161
00013484.jpg,342,228,,106,104,236,155
00013486.jpg,720,480,,629,303,712,411
00013486.jpg,720,480,,262,98,296,115
00013486.jpg,720,480,,560,163,628,202
00013487.jpg,720,480,,6,56,30,78
00013490.jpg,342,228,,201,68,292,109
00013490.jpg,342,228,,6,51,21,62
00013490.jpg,342,228,,89,26,115,34
00013490.jpg,342,228,,77,29,96,37
00013491.jpg,720,480,,611,197,644,224
00013492.jpg,342,228,,133,44,259,90
00013493.jpg,720,480,,363,103,389,117
00013493.jpg,720,480,,229,147,267,184
00013493.jpg,720,480,,119,156,239,285
00013494.jpg,720,480,,401,247,659,463
00013496.jpg,720,480,,255,113,296,147
00013497.jpg,342,228,,225,140,322,210
00013508.jpg,342,228,,145,103,213,143
00013509.jpg,342,228,,170,50,269,93
00013509.jpg,342,228,,98,105,204,151
00013519.jpg,720,480,,593,188,651,232
00013519.jpg,720,480,,603,151,645,185
00013519.jpg,720,480,,584,251,658,315
00013519.jpg,720,480,,284,250,433,368
00013519.jpg,720,480,,597,167,649,209
00013520.jpg,720,480,,477,248,556,300
00013520.jpg,720,480,,283,310,400,452
00013520.jpg,720,480,,419,83,449,101
00013520.jpg,720,480,,330,108,397,136
00013520.jpg,720,480,,690,171,719,199
00013520.jpg,720,480,,495,80,537,107
00013520.jpg,720,480,,179,95,251,123
00013520.jpg,720,480,,33,383,220,480
00013521.jpg,720,480,,610,131,646,155
00013521.jpg,720,480,,600,172,653,210
00013521.jpg,720,480,,441,130,493,157
00013521.jpg,720,480,,215,164,283,201
00013523.jpg,720,480,,435,89,511,122
00013523.jpg,720,480,,314,255,491,422
00013524.jpg,342,228,,208,50,254,65
00013524.jpg,342,228,,18,108,130,146
00013525.jpg,720,480,,458,308,638,407
00013526.jpg,720,480,,391,128,540,201
00013526.jpg,720,480,,159,66,198,81
00013526.jpg,720,480,,16,125,50,153
00013527.jpg,720,480,,131,170,378,296
00013530.jpg,342,228,,47,59,135,96
00013530.jpg,342,228,,42,52,130,86
00013532.jpg,720,480,,508,219,718,347
00013533.jpg,342,228,,182,47,256,81
00013533.jpg,342,228,,37,103,131,155
00013534.jpg,342,228,,88,106,212,199
00013534.jpg,342,228,,156,25,184,36
00013534.jpg,342,228,,89,36,113,49
00013536.jpg,720,480,,430,102,470,125
00013536.jpg,720,480,,474,146,538,179
00013536.jpg,720,480,,340,86,371,106
00013536.jpg,720,480,,143,129,171,147
00013536.jpg,720,480,,146,126,179,144
00013537.jpg,720,480,,248,127,522,235
00013540.jpg,720,480,,130,82,278,161
00013541.jpg,720,480,,502,272,714,387
00013541.jpg,720,480,,86,94,162,132
00013541.jpg,720,480,,377,179,591,263
00013541.jpg,720,480,,82,44,127,64
00013541.jpg,720,480,,110,45,154,65
00013541.jpg,720,480,,136,38,197,64
00013542.jpg,342,228,,136,83,249,153
00013542.jpg,342,228,,156,25,183,36
00013542.jpg,342,228,,12,53,54,83
00013542.jpg,342,228,,101,11,132,21
00013542.jpg,342,228,,89,11,112,20
00013543.jpg,342,228,,136,49,245,88
00013544.jpg,720,480,,285,94,612,237
00013545.jpg,720,480,,54,298,228,403
00013545.jpg,720,480,,442,91,498,125
00013547.jpg,720,480,,264,199,502,287
00013547.jpg,720,480,,462,18,499,36
00013550.jpg,342,228,,42,48,138,93
00013550.jpg,342,228,,24,103,122,158
00013551.jpg,342,228,,202,123,310,194
00013551.jpg,342,228,,69,35,107,53
00013551.jpg,342,228,,168,60,239,99
00013551.jpg,342,228,,156,25,183,35
00013552.jpg,342,228,,157,25,183,36
00013552.jpg,342,228,,52,30,68,38
00013552.jpg,342,228,,212,31,252,48
00013552.jpg,342,228,,90,11,111,20
00013552.jpg,342,228,,100,12,127,21
00013552.jpg,342,228,,188,54,254,89
00013553.jpg,342,228,,235,49,329,86
00013553.jpg,342,228,,190,27,270,57
00013553.jpg,342,228,,297,105,341,148
00013553.jpg,342,228,,235,49,329,86
00013554.jpg,720,480,,9,28,369,227
00013556.jpg,342,228,,155,25,182,36
00013556.jpg,342,228,,101,37,131,51
00013556.jpg,342,228,,23,26,38,35
00013556.jpg,342,228,,51,29,68,39
00013556.jpg,342,228,,276,82,339,127
00013556.jpg,342,228,,102,12,130,20
00013557.jpg,720,480,,555,172,715,265
00013557.jpg,720,480,,377,67,438,105
00013557.jpg,720,480,,87,145,170,182
00013568.jpg,720,480,,123,40,213,86
00013568.jpg,720,480,,14,162,142,288
00013568.jpg,720,480,,665,71,713,117
00013569.jpg,720,480,,181,102,428,190
00013569.jpg,720,480,,419,69,476,95
00013578.jpg,342,228,,296,94,335,113
00013578.jpg,342,228,,14,132,121,179
00013579.jpg,720,480,,440,32,489,57
00013579.jpg,720,480,,374,10,412,30
00013580.jpg,342,228,,151,50,250,93
00013581.jpg,720,480,,612,135,715,243
00013582.jpg,720,480,,522,272,716,411
00013582.jpg,720,480,,273,56,319,80
00013583.jpg,720,480,,598,322,714,430
00013583.jpg,720,480,,569,169,631,205
00013583.jpg,720,480,,490,123,555,149
00013583.jpg,720,480,,649,146,703,180
00013585.jpg,342,228,,201,88,239,108
00013585.jpg,342,228,,95,45,118,54
00013585.jpg,342,228,,209,54,233,64
00013586.jpg,720,480,,94,108,152,161
00013586.jpg,720,480,,199,46,240,65
00013586.jpg,720,480,,631,169,683,223
00013591.jpg,720,480,,281,120,720,320
00013592.jpg,720,480,,319,176,356,197
00013592.jpg,720,480,,486,148,528,171
00013592.jpg,720,480,,439,151,500,182
00013592.jpg,720,480,,635,177,687,207
00013592.jpg,720,480,,529,150,573,174
00013592.jpg,720,480,,569,164,618,187
00013592.jpg,720,480,,260,225,303,258
00013592.jpg,720,480,,558,158,611,186
00013592.jpg,720,480,,611,168,658,192
00013592.jpg,720,480,,464,217,562,263
00013592.jpg,720,480,,371,216,428,245
00013592.jpg,720,480,,401,200,466,233
00013593.jpg,342,228,,202,85,243,108
00013594.jpg,720,480,,522,103,663,169
00013595.jpg,720,480,,36,246,284,400
00013595.jpg,720,480,,112,128,295,223
00013595.jpg,720,480,,103,55,148,78
00013596.jpg,720,480,,374,93,450,125
00013597.jpg,720,480,,458,368,676,455
00013608.jpg,720,480,,467,102,542,158
00013608.jpg,720,480,,4,235,202,428
00013608.jpg,720,480,,7,213,207,292
00013609.jpg,720,480,,408,198,491,246
00013609.jpg,720,480,,271,146,316,169
00013618.jpg,720,480,,467,151,664,267
00013620.jpg,720,480,,487,142,534,166
00013620.jpg,720,480,,596,160,649,193
00013620.jpg,720,480,,507,213,596,261
00013620.jpg,720,480,,441,200,513,239
00013620.jpg,720,480,,446,148,490,177
00013620.jpg,720,480,,563,150,630,188
00013620.jpg,720,480,,380,187,462,227
00013620.jpg,720,480,,438,211,503,246
00013620.jpg,720,480,,384,142,427,160
00013621.jpg,720,480,,34,23,323,152
00013622.jpg,720,480,,576,164,621,186
00013622.jpg,720,480,,396,198,477,233
00013622.jpg,720,480,,442,155,499,183
00013622.jpg,720,480,,526,151,576,176
00013622.jpg,720,480,,479,153,530,179
00013622.jpg,720,480,,468,216,560,264
00013622.jpg,720,480,,607,168,662,194
00013622.jpg,720,480,,259,265,306,305
00013622.jpg,720,480,,631,177,694,211
00013622.jpg,720,480,,531,236,632,294
00013622.jpg,720,480,,71,200,94,217
00013622.jpg,720,480,,365,214,432,250
00013623.jpg,720,480,,508,114,711,245
00013624.jpg,720,480,,416,253,674,392
00013624.jpg,720,480,,20,94,103,130
00013624.jpg,720,480,,598,79,636,112
00013624.jpg,720,480,,139,29,210,56
00013624.jpg,720,480,,44,43,85,63
00013626.jpg,342,228,,130,60,222,100
00013626.jpg,342,228,,143,27,172,36
00013630.jpg,342,228,,57,28,73,39
00013630.jpg,342,228,,157,25,182,35
00013630.jpg,342,228,,102,11,129,20
00013630.jpg,342,228,,169,69,236,101
00013630.jpg,342,228,,9,23,22,34
00013630.jpg,342,228,,89,10,111,20
00013632.jpg,342,228,,12,57,85,96
00013633.jpg,720,480,,312,53,392,82
00013633.jpg,720,480,,15,253,194,362
00013633.jpg,720,480,,563,72,636,104
00013633.jpg,720,480,,234,80,340,117
00013633.jpg,720,480,,114,33,158,56
00013634.jpg,720,480,,323,102,401,136
00013634.jpg,720,480,,396,356,676,478
00013635.jpg,342,228,,225,106,340,160
00013636.jpg,720,480,,290,187,497,286
00013637.jpg,342,228,,156,25,183,35
00013637.jpg,342,228,,82,65,132,90
00013637.jpg,342,228,,18,28,31,34
00013637.jpg,342,228,,86,10,110,20
00013637.jpg,342,228,,99,11,134,21
00013640.jpg,720,480,,362,212,679,464
00013641.jpg,720,480,,33,157,152,257
00013642.jpg,720,480,,391,120,479,160
00013642.jpg,720,480,,480,249,559,299
00013642.jpg,720,480,,606,124,678,167
00013642.jpg,720,480,,77,325,257,471
00013642.jpg,720,480,,282,314,414,451
00013642.jpg,720,480,,606,180,633,209
00013642.jpg,720,480,,468,73,508,96
00013642.jpg,720,480,,692,172,720,204
00013643.jpg,720,480,,267,140,415,209
00013645.jpg,342,228,,31,50,100,85
00013646.jpg,720,480,,296,99,464,175
00013646.jpg,720,480,,526,346,705,477
00013646.jpg,720,480,,505,328,720,457
00013647.jpg,342,228,,18,53,39,64
00013647.jpg,342,228,,100,25,136,37
00013647.jpg,342,228,,164,41,220,65
00013647.jpg,342,228,,246,32,275,44
00013647.jpg,342,228,,118,88,216,140
00013650.jpg,720,480,,232,53,378,128
00013651.jpg,720,480,,521,136,575,170
00013651.jpg,720,480,,156,160,559,425
00013651.jpg,720,480,,147,177,193,198
00013652.jpg,720,480,,233,297,432,404
00013652.jpg,720,480,,34,140,84,175
00013653.jpg,720,480,,36,3,462,136
00013654.jpg,342,228,,47,135,161,192
00013655.jpg,342,228,,65,63,111,86
00013655.jpg,342,228,,272,82,336,117
00013657.jpg,720,480,,566,29,607,44
00013657.jpg,720,480,,447,5,505,27
00013668.jpg,720,480,,241,232,427,308
00013668.jpg,720,480,,174,309,457,446
00013669.jpg,720,480,,550,81,579,103
00013669.jpg,720,480,,378,223,495,331
00013669.jpg,720,480,,660,43,698,67
00013678.jpg,342,228,,68,36,97,53
00013678.jpg,342,228,,124,78,216,138
00013678.jpg,342,228,,155,25,183,36
00013678.jpg,342,228,,201,80,276,119
00013678.jpg,342,228,,7,37,19,48
00013678.jpg,342,228,,62,56,91,74
00013678.jpg,342,228,,98,37,124,50
00013678.jpg,342,228,,42,30,58,39
00013678.jpg,342,228,,87,12,109,22
00013678.jpg,342,228,,216,33,258,53
00013678.jpg,342,228,,101,12,133,24
00013679.jpg,720,480,,278,319,411,450
00013679.jpg,720,480,,480,250,558,296
00013679.jpg,720,480,,472,68,503,88
00013679.jpg,720,480,,502,72,540,95
00013680.jpg,720,480,,26,144,99,183
00013680.jpg,720,480,,268,173,393,249
00013680.jpg,720,480,,366,55,412,76
00013680.jpg,720,480,,662,45,694,66
00013681.jpg,720,480,,508,230,710,334
00013682.jpg,342,228,,23,55,101,95
00013683.jpg,342,228,,192,126,277,179
00013683.jpg,342,228,,115,163,222,226
00013684.jpg,720,480,,19,234,217,332
00013684.jpg,720,480,,609,47,660,72
00013684.jpg,720,480,,562,36,608,56
00013684.jpg,720,480,,436,107,659,229
00013685.jpg,720,480,,358,99,531,175
00013685.jpg,720,480,,156,42,199,60
00013685.jpg,720,480,,53,64,79,80
00013686.jpg,720,480,,159,181,388,321
00013687.jpg,342,228,,264,52,337,85
00013690.jpg,720,480,,486,95,532,131
00013690.jpg,720,480,,501,77,532,99
00013690.jpg,720,480,,278,175,397,257
00013691.jpg,720,480,,271,51,293,68
00013691.jpg,720,480,,217,368,282,471
00013691.jpg,720,480,,131,257,200,366
00013692.jpg,720,480,,418,89,481,124
00013693.jpg,720,480,,304,160,407,221
00013694.jpg,720,480,,377,139,442,172
00013694.jpg,720,480,,543,86,574,103
00013695.jpg,720,480,,215,190,399,298
00013695.jpg,720,480,,289,102,395,140
00013696.jpg,720,480,,331,325,645,472
00013696.jpg,720,480,,633,168,689,223
00013697.jpg,720,480,,199,33,370,112
00013697.jpg,720,480,,365,106,477,222
00013708.jpg,720,480,,19,344,223,467
00013709.jpg,342,228,,171,30,320,85
00013709.jpg,342,228,,165,25,260,60
00013718.jpg,720,480,,603,189,657,231
00013718.jpg,720,480,,607,150,643,174
00013718.jpg,720,480,,480,144,534,172
00013718.jpg,720,480,,587,239,660,306
00013718.jpg,720,480,,599,172,655,214
00013719.jpg,720,480,,232,38,367,147
00013720.jpg,720,480,,21,130,244,304
00013720.jpg,720,480,,526,81,700,169
00013721.jpg,720,480,,521,98,570,137
00013721.jpg,720,480,,561,50,599,75
00013721.jpg,720,480,,661,45,697,68
00013722.jpg,720,480,,636,204,696,272
00013722.jpg,720,480,,203,203,274,238
00013722.jpg,720,480,,35,228,104,265
00013723.jpg,720,480,,333,204,643,441
00013723.jpg,720,480,,289,184,720,477
00013724.jpg,720,480,,169,56,239,84
00013724.jpg,720,480,,309,21,495,72
00013724.jpg,720,480,,428,113,549,166
00013726.jpg,342,228,,44,103,117,132
00013727.jpg,720,480,,430,294,601,430
00013727.jpg,720,480,,224,82,277,109
00013727.jpg,720,480,,207,199,279,228
00013727.jpg,720,480,,437,282,644,463
00013730.jpg,720,480,,443,31,491,56
00013730.jpg,720,480,,366,45,399,64
00013730.jpg,720,480,,421,5,465,29
00013731.jpg,342,228,,128,62,205,97
00013731.jpg,342,228,,36,52,58,63
00013731.jpg,342,228,,86,42,120,57
00013731.jpg,342,228,,5,47,17,56
00013732.jpg,342,228,,49,103,175,155
00013733.jpg,720,480,,201,47,245,67
00013733.jpg,720,480,,213,48,265,67
00013734.jpg,720,480,,241,154,426,275
00013735.jpg,720,480,,454,42,573,89
00013736.jpg,720,480,,322,205,614,372
00013736.jpg,720,480,,45,44,85,64
00013736.jpg,720,480,,122,122,273,192
00013736.jpg,720,480,,3,101,27,129
00013736.jpg,720,480,,138,30,209,56
00013737.jpg,342,228,,261,94,339,141
00013740.jpg,720,480,,423,101,614,191
00013740.jpg,720,480,,3,72,51,112
00013741.jpg,720,480,,247,176,394,258
00013741.jpg,720,480,,378,207,509,332
00013741.jpg,720,480,,554,67,581,88
00013741.jpg,720,480,,661,46,697,68
00013741.jpg,720,480,,553,58,580,75
00013743.jpg,720,480,,610,129,648,155
00013743.jpg,720,480,,63,318,239,436
00013743.jpg,720,480,,601,171,654,211
00013743.jpg,720,480,,227,125,264,144
00013744.jpg,720,480,,360,77,542,175
00013746.jpg,720,480,,40,265,270,385
00013746.jpg,720,480,,190,1,247,34
00013747.jpg,720,480,,6,143,46,173
00013747.jpg,720,480,,12,211,150,312
00013750.jpg,720,480,,586,35,713,160
00013751.jpg,720,480,,114,154,265,237
00013752.jpg,720,480,,517,397,669,447
00013753.jpg,720,480,,488,150,548,183
00013753.jpg,720,480,,429,98,457,114
00013754.jpg,342,228,,156,27,183,38
00013754.jpg,342,228,,161,31,186,40
00013755.jpg,720,480,,359,346,556,472
00013755.jpg,720,480,,206,198,284,229
00013755.jpg,720,480,,177,121,224,145
00013755.jpg,720,480,,186,109,222,130
00013755.jpg,720,480,,496,114,551,137
00013755.jpg,720,480,,36,228,100,262
00013757.jpg,720,480,,293,266,485,389
00013768.jpg,720,480,,611,129,648,154
00013768.jpg,720,480,,420,108,450,124
00013768.jpg,720,480,,601,171,654,212
00013768.jpg,720,480,,164,335,331,453
00013768.jpg,720,480,,229,127,267,145
00013768.jpg,720,480,,678,210,717,273
00013769.jpg,342,228,,195,80,286,119
00013769.jpg,342,228,,82,53,132,74
00013778.jpg,720,480,,412,58,449,84
00013779.jpg,342,228,,37,21,55,35
00013779.jpg,342,228,,69,26,93,40
00013779.jpg,342,228,,41,73,90,121
00013779.jpg,342,228,,129,21,151,30
00013779.jpg,342,228,,157,25,183,36
00013779.jpg,342,228,,146,86,232,141
00013779.jpg,342,228,,12,44,31,58
00013779.jpg,342,228,,261,43,299,64
00013781.jpg,720,480,,233,88,261,112
00013781.jpg,720,480,,278,27,299,40
00013782.jpg,342,228,,56,93,165,147
00013782.jpg,342,228,,76,26,152,59
00013782.jpg,342,228,,229,44,342,87
00013783.jpg,720,480,,421,290,594,375
00013783.jpg,720,480,,74,235,162,296
00013784.jpg,342,228,,249,125,308,158
00013785.jpg,342,228,,245,91,278,114
00013785.jpg,342,228,,185,92,229,114
00013786.jpg,342,228,,100,42,142,59
00013786.jpg,342,228,,124,71,196,102
00013786.jpg,342,228,,16,48,50,64
00013786.jpg,342,228,,158,21,187,31
00013786.jpg,342,228,,77,28,97,37
00013787.jpg,720,480,,135,157,213,215
00013790.jpg,720,480,,161,179,348,328
00013790.jpg,720,480,,635,167,687,222
00013790.jpg,720,480,,191,47,241,67
00013791.jpg,720,480,,217,47,351,118
00013792.jpg,720,480,,608,131,645,155
00013792.jpg,720,480,,134,349,343,471
00013792.jpg,720,480,,599,172,653,210
00013792.jpg,720,480,,450,161,509,203
00013792.jpg,720,480,,556,90,584,108
00013792.jpg,720,480,,600,94,630,112
00013792.jpg,720,480,,227,125,268,144
00013793.jpg,720,480,,364,241,652,456
00013793.jpg,720,480,,497,157,708,370
00013794.jpg,720,480,,265,372,673,479
00013794.jpg,720,480,,570,177,682,276
00013795.jpg,720,480,,494,391,674,449
00013796.jpg,342,228,,40,75,120,115
00013796.jpg,342,228,,22,49,49,63
00013797.jpg,720,480,,266,380,654,477
00013797.jpg,720,480,,211,361,603,480
00013800.jpg,720,480,,262,244,401,319
00013800.jpg,720,480,,398,354,702,478
00013801.jpg,720,480,,616,53,665,75
00013801.jpg,720,480,,155,20,185,36
00013801.jpg,720,480,,561,219,718,328
00013803.jpg,342,228,,191,78,280,114
00013803.jpg,342,228,,109,24,137,35
00013803.jpg,342,228,,169,23,198,32
00013803.jpg,342,228,,82,27,107,38
00013803.jpg,342,228,,166,22,192,30
00013803.jpg,342,228,,36,25,61,39
00013804.jpg,720,480,,180,249,409,382
00013805.jpg,720,480,,610,130,647,154
00013805.jpg,720,480,,501,127,546,154
00013805.jpg,720,480,,600,171,653,211
00013805.jpg,720,480,,258,289,407,393
00013805.jpg,720,480,,170,246,298,326
00013806.jpg,720,480,,201,319,395,458
00013807.jpg,720,480,,484,148,558,193
00013807.jpg,720,480,,414,101,447,120
00013810.jpg,342,228,,218,76,257,97
00013810.jpg,342,228,,210,57,234,68
00013811.jpg,720,480,,17,128,52,156
00013811.jpg,720,480,,46,163,103,208
00013811.jpg,720,480,,293,39,370,68
00013813.jpg,720,480,,20,19,363,153
00013817.jpg,720,480,,276,143,556,248
00013817.jpg,720,480,,47,45,85,63
00013817.jpg,720,480,,305,62,337,81
00013828.jpg,342,228,,96,96,202,145
00013829.jpg,720,480,,17,207,138,327
00013829.jpg,720,480,,102,315,320,474
00013829.jpg,720,480,,455,87,515,130
00013838.jpg,720,480,,138,127,269,195
00013838.jpg,720,480,,72,42,114,65
00013838.jpg,720,480,,46,43,89,64
00013839.jpg,720,480,,606,121,646,151
